bodyId,in_degree,Q_value
5901206553,997.0,-0.009791441836608131
707116522,533.0,0.24721715684352114
708290604,401.0,0.1714559305131343
1103102334,353.0,0.1945432241508114
611089775,850.0,0.171816679559553
5813040205,609.0,0.16973496626218823
5813134052,292.0,0.1658000220776669
1375245983,364.0,0.20985114071045044
1779221851,394.0,0.22746315523550098
5813042659,1473.0,0.1319648997121252
1449486007,515.0,0.20942014649229207
1047183897,389.0,0.17764082723013483
5813020684,304.0,0.1800244454300377
947573616,990.0,0.2098274173085094
1040013335,318.0,0.2018452420346403
1189230639,444.0,0.1598804422195977
1312061760,314.0,0.18370930867350305
297251714,516.0,0.23931541159403855
1035045015,300.0,0.20371382140089064
1534270924,516.0,0.23723258328747387
1289359184,336.0,0.23177522772415207
1504437450,351.0,0.2104197519417293
5813020988,573.0,0.19794124513762684
297925608,310.0,0.18531496699445033
394225044,662.0,0.03987662871993417
5813054716,521.0,-0.02812690908753845
5813047763,410.0,0.2373309163198366
5813021583,361.0,0.18156676744394545
1874782886,653.0,0.1909458988655737
1138579549,300.0,0.1948102909099168
5813054096,370.0,0.2701050004326657
387364605,288.0,0.21263879738730104
423382015,577.0,0.13283083446259522
5812989161,468.0,0.19686808071636497
5813064410,441.0,0.2721975614969284
5813009620,405.0,0.1945898041778315
5813054969,337.0,-0.024036705496271564
5813047489,343.0,0.23246555212561532
1188889654,317.0,0.1465767193149409
857793013,341.0,0.185936851202123
638312678,300.0,0.18013829228063008
1594795610,354.0,0.16612230622024263
5813055277,560.0,0.009488587490993542
5813078378,303.0,0.2653630973403515
614081151,423.0,0.23963380405619758
1825440160,293.0,0.02039422842300668
1761345315,426.0,0.000571406470873097
642516892,556.0,0.16074789256204258
1034219901,293.0,0.21338578542966163
5813055913,310.0,0.28142700625312117
579268807,328.0,0.296037681891207
5813042951,306.0,-0.046673350366221666
298616588,347.0,0.17017149531709963
1513363614,312.0,0.20752796088072817
790405385,346.0,0.19198305455197864
1566597156,369.0,0.18896557597620323
1535082316,310.0,0.11576361476448634
1232038141,325.0,0.1864077999843093
326530038,338.0,0.22029059318135663
981194127,609.0,0.1888850570997556
1014344148,474.0,0.19106620171723085
695629525,296.0,0.20872990790084262
672283773,291.0,0.19518902107408126
1131827390,328.0,0.22685625000482337
766186252,360.0,0.14909780659667202
1762354941,513.0,0.0017510863046779099
1447576662,314.0,0.21336193576261722
884477487,415.0,0.2776142140071307
610274046,289.0,0.006784745601691462
580732172,335.0,0.15405705862172725
5813117385,493.0,0.22579560276442787
550988122,357.0,0.17078687252415084
703106626,538.0,0.23114562384094994
5813069859,445.0,0.24946654011013625
548570973,397.0,0.16816004405160603
1416796844,415.0,0.16639717910852464
668967527,600.0,0.20839477538102522
328010530,585.0,0.23348491715426067
513784136,318.0,0.2776224945458572
1081957306,422.0,0.2113162509397595
541118908,298.0,0.22579835780082094
5813019517,326.0,0.16897740469969644
1072063538,337.0,0.27662833961899747
